"X","Y","Z","Polarity"
"9.382035752085983","-40.97073573009703","48.19573724302323","1"
"58.74858175003166","-9.227079581330022","0.0","1"
"-78.8707872923628","87.61639788733885","51.29842186466514","1"
"8.473591340654842","101.88685426616743","123.67124335906766","1"
"-41.97969655421842","-63.017774896364884","12.00100040435791","1"
"0.6958030221931016","-0.06670478162380267","88.10305207110349","-1"
"-7.030203390120017","8.812179263018638","15.791611698894608","-1"
"8.195997577231154","10.495608572744121","-13.975146245835697","-1"
"10.620262156765303","13.164889852685928","11.825147313286031","-1"
"-0.3155963266926601","0.6237291561893257","51.520324283655555","-1"
