"Line","X","Y","Z"
"1","-0.07200000000000001","0.0","-0.07200000000000001"
"1","-0.07100000000000001","0.0","-0.07169045456725638"
"1","-0.07","0.0","-0.07139561696957512"
"1","-0.069","0.0","-0.07111405263998462"
"1","-0.068","0.0","-0.07084495982417668"
"1","-0.067","0.0","-0.07058787081454014"
"1","-0.066","0.0","-0.07034248212059564"
"1","-0.065","0.0","-0.07010857563155941"
"1","-0.064","0.0","-0.06988598219734019"
"2","-0.07200000000000001","0.0","-0.04"
"3","-0.07200000000000001","0.0","-0.008"
"4","-0.07200000000000001","0.0","0.024"
"5","-0.07200000000000001","0.0","0.056"
"6","-0.056","0.0","-0.056"
"7","-0.056","0.0","-0.024"
"8","-0.056","0.0","0.008"
"9","-0.056","0.0","0.04"
"10","-0.056","0.0","0.07200000000000001"
"11","-0.04","0.0","-0.07200000000000001"
"12","-0.04","0.0","-0.04"
"13","-0.04","0.0","-0.008"
"14","-0.04","0.0","0.024"
"15","-0.04","0.0","0.056"
"16","-0.024","0.0","-0.056"
"17","-0.024","0.0","-0.024"
"18","-0.024","0.0","0.008"
"19","-0.024","0.0","0.04"
"20","-0.024","0.0","0.07200000000000001"
"21","-0.008","0.0","-0.07200000000000001"
"22","-0.008","0.0","-0.04"
"23","-0.008","0.0","-0.008"
"24","-0.008","0.0","0.024"
"25","-0.008","0.0","0.056"
"26","0.008","0.0","-0.056"
"27","0.008","0.0","-0.024"
"28","0.008","0.0","0.008"
"29","0.008","0.0","0.04"
"30","0.008","0.0","0.07200000000000001"
"31","0.024","0.0","-0.07200000000000001"
"32","0.024","0.0","-0.04"
"33","0.024","0.0","-0.008"
"34","0.024","0.0","0.024"
"35","0.024","0.0","0.056"
"36","0.04","0.0","-0.056"
"37","0.04","0.0","-0.024"
"38","0.04","0.0","0.008"
"39","0.04","0.0","0.04"
"40","0.04","0.0","0.07200000000000001"
"41","0.056","0.0","-0.07200000000000001"
"42","0.056","0.0","-0.04"
"43","0.056","0.0","-0.008"
"44","0.056","0.0","0.024"
"45","0.056","0.0","0.056"
"46","0.07200000000000001","0.0","-0.056"
"47","0.07200000000000001","0.0","-0.024"
"48","0.07200000000000001","0.0","0.008"
"49","0.07200000000000001","0.0","0.04"
"50","0.07200000000000001","0.0","0.07200000000000001"
